"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"SMBK","SmartFinancial, Inc.","26.97","$342.64M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/smbk",
"SMAR","Smartsheet Inc.","24.04","$2.47B","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/smar",
"SNN","Smith & Nephew SNATS, Inc.","35.71","$15.62B","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/snn",
"AOS","Smith (A.O.) Corporation","59.87","$10.25B","n/a","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/aos",
"SMSI","Smith Micro Software, Inc.","2.5","$61.63M","1995","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/smsi",
"SMTX","SMTC Corporation","2.76","$47.76M","2000","Technology","Electrical Products","https://www.nasdaq.com/symbol/smtx",
"SNAP","Snap Inc.","13.53","$17.02B","2017","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/snap",
"SNA","Snap-On Incorporated","163.36","$9.25B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/sna",
"IPOA","Social Capital Hedosophia Holdings Corp.","10","$200.68M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/ipoa",
"IPOA.U","Social Capital Hedosophia Holdings Corp.","n/a","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/ipoa.u",
"IPOA.WS","Social Capital Hedosophia Holdings Corp.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ipoa.ws",
"SRAX","Social Reality, Inc.","4.85","$50.35M","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/srax",
"SQM","Sociedad Quimica y Minera S.A.","48.47","$12.76B","1993","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/sqm",
"SCKT","Socket Mobile, Inc.","2.4432","$14.36M","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/sckt",
"SODA","SodaStream International Ltd.","87.33","$1.98B","2010","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/soda",
"SOGO","Sogou Inc.","10.76","$4.27B","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/sogo",
"SOHU","Sohu.com Limited ","35.45","$1.38B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/sohu",
"SLRC","Solar Capital Ltd.","20.79","$878.6M","2010","n/a","n/a","https://www.nasdaq.com/symbol/slrc",
"SUNS","Solar Senior Capital Ltd.","16.82","$269.8M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/suns",
"SEDG","SolarEdge Technologies, Inc.","53.65","$2.41B","2015","Technology","Semiconductors","https://www.nasdaq.com/symbol/sedg",
"SOI","Solaris Oilfield Infrastructure, Inc.","14.04","$663.68M","2017","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/soi",
"SLNO","Soleno Therapeutics, Inc.","2.895","$57.23M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/slno",
"SLNOW","Soleno Therapeutics, Inc.","0.406","n/a","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/slnow",
"SLGL","Sol-Gel Technologies Ltd.","7","$132.65M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/slgl",
"SLDB","Solid Biosciences Inc.","42.26","$1.5B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/sldb",
"SNGX","Soligenix, Inc.","1.05","$17.34M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sngx",
"SNGXW","Soligenix, Inc.","0.37","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sngxw",
"XPL","Solitario Zinc Corp.","0.4351","$25.41M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/xpl",
"SAH","Sonic Automotive, Inc.","21.2","$904.63M","1997","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/sah",
"SONC","Sonic Corp.","36.07","$1.3B","1991","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/sonc",
"SOFO","Sonic Foundry, Inc.","2.26","$10.61M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/sofo",
"SON","Sonoco Products Company","52.99","$5.28B","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/son",
"SNOA","Sonoma Pharmaceuticals, Inc.","2.51","$16.12M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snoa",
"SNOAW","Sonoma Pharmaceuticals, Inc.","0.14","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snoaw",
"SNE","Sony Corp Ord","49.58","$62.74B","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/sne",
"SPHS","Sophiris Bio, Inc.","2.95","$88.83M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sphs",
"SORL","SORL Auto Parts, Inc.","4.83","$93.24M","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/sorl",
"SRNE","Sorrento Therapeutics, Inc.","6.8","$785.37M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/srne",
"BID","Sotheby&#39;s","56.22","$2.91B","1988","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/bid",
"SOHO","Sotherly Hotels Inc.","7.14","$100.82M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/soho",
"SOHOB","Sotherly Hotels Inc.","25.5","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sohob",
"SOHOO","Sotherly Hotels Inc.","25.305","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sohoo",
"SOHOK","Sotherly Hotels LP","25.88","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sohok",
"SFBC","Sound Financial Bancorp, Inc.","39","$98.44M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/sfbc",
"SOR","Source Capital, Inc.","39.93","$343.98M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sor",
"SJI","South Jersey Industries, Inc.","35.27","$3.02B","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/sji",
"SJIU","South Jersey Industries, Inc.","56.97","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/sjiu",
"SSB","South State Corporation","88.4","$3.25B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ssb",
"SXE","Southcross Energy Partners, L.P.","1.52","$121.35M","2012","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/sxe",
"SCE^B","Southern California Edison Company","21.4576","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^b",
"SCE^C","Southern California Edison Company","22.57","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^c",
"SCE^D","Southern California Edison Company","22.939","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^d",
"SCE^E","Southern California Edison Company","24","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^e",
"SCE^G","Southern California Edison Company","24.85","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^g",
"SCE^H","Southern California Edison Company","27.74","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^h",
"SCE^J","Southern California Edison Company","26.43","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^j",
"SCE^K","Southern California Edison Company","26.53","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^k",
"SCE^L","Southern California Edison Company","24.1","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sce^l",
"SO","Southern Company (The)","47.76","$48.32B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/so",
"SOJA","Southern Company (The)","26.7","n/a","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/soja",
"SOJB","Southern Company (The)","25.23","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/sojb",
"SOJC","Southern Company (The)","24.77","n/a","2017","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/sojc",
"SCCO","Southern Copper Corporation","45.79","$35.4B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/scco",
"SFST","Southern First Bancshares, Inc.","46.8","$345.46M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sfst",
"SMBC","Southern Missouri Bancorp, Inc.","39.91","$359.05M","n/a","Finance","Banks","https://www.nasdaq.com/symbol/smbc",
"SONA","Southern National Bancorp of Virginia, Inc.","17.88","$429.68M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sona",
"SBSI","Southside Bancshares, Inc.","34.36","$1.2B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbsi",
"LUV","Southwest Airlines Company","52.74","$30.58B","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/luv",
"SWX","Southwest Gas Holdings, Inc.","79.99","$3.87B","n/a","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/swx",
"SGB","Southwest Georgia Financial Corporation","21.83","$55.57M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sgb",
"SWN","Southwestern Energy Company","5.48","$3.22B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/swn",
"SP","SP Plus Corporation","38","$860.2M","n/a","Consumer Services","Rental/Leasing Companies","https://www.nasdaq.com/symbol/sp",
"SGRP","SPAR Group, Inc.","1.23","$25.4M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/sgrp",
"SPKE","Spark Energy, Inc.","10.05","$348M","2014","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/spke",
"SPKEP","Spark Energy, Inc.","23.7198","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/spkep",
"LOV","Spark Networks, Inc.","10.65","$137.73M","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/lov",
"ONCE","Spark Therapeutics, Inc.","92.39","$3.45B","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/once",
"SPAR","Spartan Motors, Inc.","15.35","$541.76M","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/spar",
"SPTN","SpartanNash Company","26.49","$951.57M","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/sptn",
"SPA","Sparton Corporation","19.66","$193.35M","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/spa",
"DWFI","SPDR Dorsey Wright Fixed Income Allocation ETF","23.8598","$149.12M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwfi",
"SPE","Special Opportunities Fund Inc.","14.98","$127.46M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/spe",
"SPE^B","Special Opportunities Fund Inc.","25.6275","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/spe^b",
"SEP","Spectra Energy Partners, LP","35.54","$17.23B","2007","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/sep",
"SPB           ","Spectrum Brands Holdings, Inc.","86.86","$4.81B","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/spb",
"SPPI","Spectrum Pharmaceuticals, Inc.","22.14","$2.3B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sppi",
"TRK","Speedway Motorsports, Inc.","18","$737.37M","1995","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/trk",
"SPRO","Spero Therapeutics, Inc.","16.89","$242.84M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/spro",
"ANY","Sphere 3D Corp.","0.4294","$6.18M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/any",
"SPEX","Spherix Incorporated","1.01","$8.6M","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/spex",
"SPI","SPI Energy Co., Ltd.","0.4179","$30.3M","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/spi",
"SR","Spire Inc.","74.35","$3.77B","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/sr",
"SPR","Spirit Aerosystems Holdings, Inc.","84.82","$9.65B","2006","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/spr",
"SAVE","Spirit Airlines, Inc.","37.66","$2.57B","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/save",
"SAVE","Spirit Airlines, Inc.","37.66","$2.57B","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/save",
"SMTA","Spirit MTA REIT","10.94","$468.79M","2018","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/smta",
"STXB","Spirit of Texas Bancshares, Inc.","20.44","$200.04M","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/stxb",
"SRC","Spirit Realty Capital, Inc.","8.35","$3.58B","2013","Consumer Services","Building operators","https://www.nasdaq.com/symbol/src",
"SRC^A","Spirit Realty Capital, Inc.","23.68","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/src^a",
"SPLK","Splunk Inc.","101.38","$14.7B","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/splk",
"SPOK","Spok Holdings, Inc.","15.6","$312.19M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/spok",
"SPWH","Sportsman&#39;s Warehouse Holdings, Inc.","5.16","$221.02M","2014","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/spwh",
"SPOT","Spotify Technology S.A.","175.7","$31.29B","2018","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/spot",
"SRLP","Sprague Resources LP","25.35","$576.14M","2013","Energy","Oil Refining/Marketing","https://www.nasdaq.com/symbol/srlp",
"SBPH","Spring Bank Pharmaceuticals, Inc.","12","$158.02M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sbph",
"S","Sprint Corporation","5.63","$22.59B","2013","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/s",
"FUND","Sprott Focus Trust, Inc.","7.85","$195.27M","n/a","Consumer Services","Miscellaneous","https://www.nasdaq.com/symbol/fund",
"SFM","Sprouts Farmers Market, Inc.","22.87","$3.02B","2013","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/sfm",
"SPSC","SPS Commerce, Inc.","77.02","$1.34B","2010","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/spsc",
"SPXC","SPX Corporation","36.48","$1.57B","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/spxc",
"FLOW","SPX FLOW, Inc.","44.19","$1.88B","2015","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/flow",
"SQ","Square, Inc.","66.44","$26.62B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sq",
"SRCI","SRC Energy Inc.","11.4","$2.76B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/srci",
"SSNC","SS&C Technologies Holdings, Inc.","54.19","$12.9B","2010","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ssnc",
"SSLJ","SSLJ.com Limited","3.82","$168.08M","2018","Finance","Diversified Commercial Services","https://www.nasdaq.com/symbol/sslj",
"SSRM","SSR Mining Inc.","10.28","$1.23B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/ssrm",
"JOE","St. Joe Company (The)","18.4","$1.19B","n/a","Consumer Services","Homebuilding","https://www.nasdaq.com/symbol/joe",
"STAA","STAAR Surgical Company","32.35","$1.35B","n/a","Health Care","Ophthalmic Goods","https://www.nasdaq.com/symbol/staa",
"STAF","Staffing 360 Solutions, Inc.","1.37","$5.83M","1996","Technology","Professional Services","https://www.nasdaq.com/symbol/staf",
"STAG","Stag Industrial, Inc.","27.83","$2.71B","2011","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/stag",
"STAG^B.CL","Stag Industrial, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/stag^b.cl",
"STAG^C","Stag Industrial, Inc.","25.91","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/stag^c",
"SSI","Stage Stores, Inc.","2.32","$65.5M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/ssi",
"STMP","Stamps.com Inc.","269.4","$4.83B","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/stmp",
"STND","Standard AVB Financial Corp.","30.6085","$146.82M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/stnd",
"SDI","Standard Diversified Inc.","14.75","$245.01M","n/a","Consumer Non-Durables","Tobacco","https://www.nasdaq.com/symbol/sdi",
"SMP","Standard Motor Products, Inc.","50.38","$1.13B","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/smp",
"SXI","Standex International Corporation","104.4","$1.34B","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/sxi",
"SWJ","Stanley Black & Decker, Inc.","25.99","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/swj",
"SWK","Stanley Black & Decker, Inc.","133.14","$20.54B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/swk",
